name,dx,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400
adam_1_Dirichlet_explicit_2_85,0.017857142857142856,0.00029626217260479324,0.005337727967068868,0.008705703324915796,0.010662580496078806,0.012544886447684709,0.013536211538829588,0.014008300407866667,0.014662476914373938,0.014338611113153928,0.013944899748956614,0.014368048580286712,0.014474543002912605,0.013917090262538321,0.01380562219885447,0.0141582903575233,0.014215651957759926,0.015046812345383935,0.017482535640791774,0.019806249542115174,0.022181774012195576,0.025561618322269067,0.029256705855628517,0.034722022113880396,0.042823420562588144,0.05811805003290675
adam_2_Dirichlet_explicit_2_241,0.00625,3.6073760597058844e-05,0.0002738904228918259,0.000496888996700095,0.0006992256170631746,0.0008591764036889511,0.00104307979863501,0.0012063769128847154,0.0013167403636155145,0.0014744639572345723,0.0016518265395079929,0.0017342806768492086,0.0018767019170749957,0.0019232520159866442,0.002091810210776518,0.0021494472735012226,0.0023256328219875564,0.0023373470379624266,0.0024789259314582472,0.002506601638983614,0.002618259429100231,0.0027044813453832575,0.002795581663010855,0.0028582774952695188,0.0028915083921198723,0.0029856953969765662
adam_3_Dirichlet_explicit_2_442,0.003401360544217687,9.714270816861204e-06,8.098990269356198e-05,0.00014996155825888218,0.0002193250765045474,0.0002834987003624942,0.0003336922128555819,0.0003906185503608263,0.0004374571437799319,0.0004977278051165712,0.0005381095639426768,0.0005781889848434562,0.000604683495448146,0.0006543326478348648,0.0006911388184239408,0.0007420681004169585,0.0007514294424273292,0.0007913901784687611,0.0008347013971128573,0.0008416911291988031,0.0008754803298330629,0.0009266117577722876,0.0009535242914249998,0.0009585700759346769,0.0009765984541882076,0.00101743863023337
improv_1_Dirichlet_explicit_2_85,0.017857142857142856,0.00032057939384018907,0.00033563345879581867,0.0003082347750381391,0.00030495972810320353,0.0003216827693732733,0.00034632770744948447,0.00035879541752248666,0.00039955519948390905,0.0004382468325557514,0.0005393747336730011,0.000447003043383261,0.0005227614754029653,0.0006177266760305503,0.0005891078893281249,0.0006690167311534474,0.0006994753403550129,0.0009025083624838553,0.0008654929253894624,0.0009159630630359623,0.0010469872158947145,0.0012100048101636527,0.001599206968108948,0.0015806744876984042,0.0019726689448909956,0.0031834061215338296
improv_2_Dirichlet_explicit_2_241,0.00625,3.6129858234939156e-05,3.305553664226526e-05,3.4085694018189634e-05,3.874127997917137e-05,3.339907463903856e-05,3.4711006001928616e-05,3.318623453907595e-05,3.3884923146339003e-05,3.536817843984123e-05,3.3532367535954494e-05,3.440655530889623e-05,3.613626327104375e-05,3.40071676456722e-05,3.497605925857939e-05,3.767317928369716e-05,3.45762692953701e-05,3.560865217954407e-05,4.0459796672128e-05,3.5069425848031235e-05,3.638783350721418e-05,3.4842300987521165e-05,3.56730372016797e-05,3.7483535632985055e-05,3.532773055719566e-05,3.629732568390317e-05
improv_3_Dirichlet_explicit_2_442,0.003401360544217687,9.774882929880585e-06,9.837736490028034e-06,9.885821523903238e-06,9.977481682499456e-06,1.0163407511923851e-05,1.0430313157694044e-05,9.583073889437384e-06,9.601716224253269e-06,9.629360226981887e-06,9.738953374959396e-06,1.0374747643994028e-05,9.196300923980902e-06,9.202857508525112e-06,9.213474069680382e-06,9.29537067613867e-06,9.789510273361404e-06,8.648616608970005e-06,8.66225365772952e-06,8.61682643715381e-06,8.936230540612344e-06,9.025689925016686e-06,8.212948844198718e-06,8.470550910148689e-06,8.147096969618941e-06,8.324484527329129e-06
adam_1_Dirichlet_explicit_4_85,0.03571428571428571,0.0005306000298209178,0.009462960870186984,0.014377158881111757,0.017728042103453637,0.020232642260270817,0.02240338911264124,0.024434212036684128,0.026152212083712746,0.027359641445975684,0.028730982596508626,0.0296066550584022,0.03042581043684833,0.030914888828933153,0.030905933179558552,0.03215402883515662,0.03284949745182749,0.0341074113118812,0.03726813459147955,0.042702545412271226,0.04764134161214484,0.05427063431418718,0.06154049874250717,0.0727127340726428,0.08884516976971218,0.11729079717802779
adam_2_Dirichlet_explicit_4_241,0.0125,6.615207204225625e-05,0.000532731546621604,0.0009446500070249868,0.0013346161028179942,0.001613967170227033,0.0019349201799015096,0.0022526946191402043,0.0024894674812657377,0.002740588939807032,0.0030209099623470957,0.003208024064515529,0.00340689710630371,0.003665583721716001,0.003862821135878866,0.003951101138655231,0.004203354402129462,0.004357055812656234,0.004507426232170902,0.004725664352044573,0.0048424751709335925,0.0049460784637199145,0.005217374173318769,0.005303861155133206,0.00531707488757794,0.00558891185488691
adam_3_Dirichlet_explicit_4_442,0.006802721088435374,1.8807860471245476e-05,0.0001528515703072492,0.0002866506363205689,0.00039829132851944597,0.0005074212292638364,0.0006116204623442004,0.0006892851426395137,0.0008251726759266131,0.0008832449299457682,0.0009630599764909054,0.0010542804200153264,0.0011212082192029052,0.001159335563664979,0.0012557199062999268,0.0013093665491487883,0.0013358979381037385,0.001449785427393889,0.0014753887047114567,0.0015126959960769185,0.0015910279074503172,0.0016152565052550128,0.0016668962439877714,0.0017424541604827116,0.0017470845372188142,0.0017981584929745809
improv_1_Dirichlet_explicit_4_85,0.03571428571428571,0.0005193885897613854,0.0006094217405843026,0.0009431125092751929,0.0015538147436213131,0.0022988821859324707,0.0029510347664965866,0.003742055352920373,0.0042485753800298245,0.004610975377501002,0.005400876324682893,0.0061639030500532065,0.006560612763322842,0.007563446480330113,0.008523135713492058,0.009245382573781342,0.01032030255623211,0.011056932672504884,0.011234445888505374,0.013625314177463531,0.015320537993284292,0.016637716143352542,0.01795529136221085,0.020317429139734552,0.02417533544851378,0.02998899794515817
improv_2_Dirichlet_explicit_4_241,0.0125,6.563198609195868e-05,6.425397328740856e-05,6.944340715546615e-05,7.037174387094826e-05,8.183131777474697e-05,9.606786485706667e-05,0.00011273498946094378,0.000131619578168652,0.0001581290241868756,0.00018122635837603503,0.00020716743778312078,0.00023960908949786588,0.0002652061948622526,0.00029797618392601296,0.00032491598348307693,0.0003475191554736329,0.0003893878580451814,0.00041804315298069164,0.00044333649564865814,0.00047983518404462233,0.0005111271845432677,0.0005352729109051438,0.0005627295701242574,0.0006052582225905261,0.000636631698238272
improv_3_Dirichlet_explicit_4_442,0.006802721088435374,1.8924300310200814e-05,1.9379764413579166e-05,2.0150163250433132e-05,1.968954135346282e-05,2.0298575200347935e-05,2.0085950051607343e-05,1.9725481955474677e-05,2.063364120252e-05,2.2468677574125997e-05,2.3180464442650888e-05,2.538168502138519e-05,2.806715942673618e-05,2.9388863002799174e-05,3.2201359312089446e-05,3.587735876623932e-05,3.7434874768139647e-05,4.032711192498414e-05,4.4917336699108736e-05,4.6800790746961704e-05,4.948289067172921e-05,5.228028476817227e-05,5.482874087523641e-05,5.8590065754447595e-05,6.145687380984573e-05,6.447564485756043e-05
adam_1_periodic_explicit_5_85,0.03571428571428571,0.00024925320368731014,0.012078804436545179,0.018432751404430972,0.022474519217797983,0.02630439064005898,0.030564407507995613,0.03429465416292413,0.03809300739688776,0.04131820113556162,0.044154827947373756,0.04699159950078379,0.04949729140387038,0.05173965973802503,0.05372904575489118,0.055586044044191325,0.05750244532344652,0.05866581499721329,0.0602174975912333,0.06088712493570816,0.06192796118876394,0.06214315482816727,0.06271672149953424,0.06250117209235477,0.06290567597862373,0.06246147395505161
adam_2_periodic_explicit_5_241,0.0125,4.2825318247717395e-05,0.002311576516910468,0.00420136679302473,0.005843313609568417,0.007268005740772632,0.008538507932920726,0.009657569148078554,0.010631089937482161,0.011517364541895912,0.01240300778075485,0.013146196001294254,0.013830374521440463,0.014551770498670652,0.015115054055286464,0.015608518040492807,0.0161644006360194,0.01656162549574661,0.017021024387130795,0.017312812603973556,0.017568500414181978,0.017909628134129482,0.01808177464915167,0.01833767129979425,0.018458219658888393,0.018641012323171953
adam_3_periodic_explicit_5_442,0.006802721088435374,1.1779396044920073e-05,0.0008594546968915025,0.0015954064402448889,0.0022864039294997873,0.0029205940156570645,0.0035055581687861797,0.00407833110182381,0.0046171065443782,0.005158861701327361,0.005621860679085365,0.006103821280010259,0.0065363313252959415,0.00694630814680643,0.0074084529002318355,0.007811666030385639,0.008259362622022133,0.008658195573688958,0.009082379333268943,0.00946666412320507,0.009878256359848292,0.010241305906951274,0.010645330652455978,0.01104126394843729,0.011375462924843179,0.011753011394606423
improv_1_periodic_explicit_5_85,0.03571428571428571,0.00026954962822841363,0.015556502628015209,0.022548334936997504,0.02561744164141597,0.027249052626010593,0.026756666040061074,0.025207138108229565,0.02287712180233545,0.020238447462028738,0.016886121439914234,0.013726723085153979,0.011357185058697821,0.009477406866068933,0.007834516774128343,0.006818746675654208,0.006294819382007837,0.005913116969783884,0.005705689864668628,0.0052857913909413546,0.0051463731181414655,0.005485561593152452,0.005414701659154505,0.005180759584341782,0.005304424346723262,0.00492386068578285
improv_2_periodic_explicit_5_241,0.0125,4.204560657561877e-05,0.002358537647707662,0.004331182573605931,0.006011498104681151,0.007519204684752635,0.008872800198400274,0.0101574596929088,0.011208311939712702,0.012159892790277562,0.013046524351077237,0.013989784541658477,0.014758722884097367,0.015455259748076924,0.016096045106062874,0.016802840452397615,0.017323120408971847,0.017946552374788514,0.01834927926176312,0.01871974250705852,0.019189543345178875,0.019477482712923974,0.019861149471441502,0.020062890571654987,0.020389349601855542,0.0205044944010612
improv_3_periodic_explicit_5_442,0.006802721088435374,1.1627167887362943e-05,0.0008166502528986876,0.001524310314623182,0.002191481386154231,0.0028036039010444014,0.0033603463690198678,0.0039148121234874825,0.0044350607843321845,0.004950237069894989,0.005413022223732313,0.005880611209889246,0.0062871198284515034,0.006726561040807866,0.007126423605175826,0.0075525524759108365,0.00794882295653135,0.008365814370477516,0.008745293031961181,0.009152810867614805,0.009509558093539868,0.009909609000113086,0.010245306038652827,0.010635495245090188,0.010952048864414874,0.011326651369932066
adam_1_Dirichlet_circle_100,0.010101010101010102,0.023695249555599755,0.0024953821574735698,0.06068146317242706,0.1250576262816265,0.20473159650858924,0.2988539450763755,0.4093518903714539,0.5395748996972605,0.6882613462276327,0.7800348154195212,0.9739339922434034,1.2014672279485408,1.4699883625099976,1.684395674487741,2.057096950829305,2.396332001325522,2.840352954942891,3.51630272986349,4.289748737337563,5.332073987249795,6.8523992041370665,9.278958038376501,13.283488648835174,22.287628076709783,59.50483363469022
adam_2_Dirichlet_circle_283,0.0035460992907801418,0.0029629306894984877,0.006962132176724911,0.010659217386048513,0.014135765445272432,0.01848433173004085,0.02171099921731979,0.024740720430562774,0.029494990221121176,0.03233398631251433,0.03494014057199731,0.039922379559090386,0.04241459137398915,0.04464757709559894,0.049918415199324224,0.052071644910317766,0.05401492733563131,0.059545337215603,0.061393797033848986,0.06304764560106038,0.0687984541577278,0.07040099269229083,0.07185123574057625,0.07783393572468929,0.07926433638844685,0.08526550143169156
adam_3_Dirichlet_circle_520,0.0019267822736030828,0.0008571155215242319,9.473985483762502e-05,0.000681895840592796,0.001446175792760756,0.002215319818935945,0.002993592485239766,0.003781567030503466,0.0045780572911198,0.005345434847272181,0.0061330984540875835,0.006924161665773854,0.007749606936398926,0.008551222448919989,0.009358265953866473,0.010126579811480883,0.010933302848817977,0.011767010484805378,0.012565590928991639,0.0133726233510801,0.014179873776850151,0.014994173088435023,0.01581564363391316,0.016629991900862243,0.017430387809016797,0.01828083524675837
improv_1_Dirichlet_circle_100,0.010101010101010102,0.02384911973287717,0.025809910264942237,0.027063915112992384,0.03008431070730636,0.03153385443743553,0.0349622565979418,0.03745615682202625,0.041392674442889466,0.045794933748819565,0.04988240516439077,0.054537254080999666,0.06089093015129621,0.06754654777188579,0.07693610138960036,0.08741782125785999,0.09972075019249228,0.11256487664297872,0.13559215585056994,0.1613210080877415,0.1975520598988557,0.25126600931089316,0.34205010879583136,0.49852229090321376,0.8680181918178952,2.9075330592667465
improv_2_Dirichlet_circle_283,0.0035460992907801418,0.0029243996842898126,0.002967514819002212,0.002976176722998215,0.002987543669472921,0.0030041385156910037,0.0030056192813221914,0.003044099065000094,0.0030692143345621083,0.0030612153376104166,0.0030910349338318637,0.003112278325108459,0.0031202257752086142,0.003158114176702698,0.0031620826770630307,0.003158941880676069,0.003217251824640703,0.003201437635274119,0.0032514072357224325,0.0032538858681371795,0.003276446477853576,0.003284363528911001,0.0033319392830442433,0.0033095436859744156,0.00338676796017092,0.0033634729801157066
improv_3_Dirichlet_circle_520,0.0019267822736030828,0.0008647308703313426,0.000858803580528,0.0008514093274915632,0.000845455569417838,0.0008469453599913996,0.0008403362394598335,0.0008334860697575972,0.000815397506702087,0.000823456470541999,0.000817496635462445,0.0008095567409693576,0.0008028427287951431,0.000795105432962189,0.0007946174819614576,0.0007808754719604851,0.0007876033430415239,0.0007822234597574928,0.0007722678646500804,0.0007647301155566176,0.0007643544682298137,0.0007631658058996544,0.0007444163537563737,0.0007429229433968247,0.000741826359439928,0.0007377227909900334
